sample pop cont Fped Fas Fhom Funi.un Funi.we FROHs.BCFTools.100KB FROHs.PLINK.100KB FROHs.BCFTools.1MB FROHs.PLINK.1MB
81 NA NA 0 0.110195091646879 0.110157605640323 0.251531699722871 0.144776899266699 0.16783226 0.1741085 0.120723155 0.120776
82 NA NA 0 -0.0159987063359924 -0.0160415086781793 0.00234820648171245 0.00946803484298791 0.052732285 0.057977 0 0
83 NA NA 0 -0.0209207986378848 -0.020963808339665 -0.00342525482033261 -0.00334427323447885 0.04812814 0.0546355 0 0
84 NA NA 0 -0.0111402069578978 -0.0111828046195555 0.0056838040899484 0.00795170745436954 0.04866928 0.0521815 0.012836815 0.0128516
85 NA NA 0 -0.00643433059691567 -0.00647673000779903 0.0144603738337435 0.024352615559845 0.055312675 0.0575215 0.00954013 0.0095737
86 NA NA 0 0.00316820089644012 0.00312620602429814 0.0156585720451181 0.0317247262184871 0.07593755 0.0815575 0.015995025 0.01604485
87 NA NA 0 -0.0306632345635927 -0.0307066546980577 -0.0112150140188313 -0.0222460618889089 0.048095105 0.0564715 0 0
88 NA NA 0 -0.00797327935280421 -0.00801574359704915 0.0119270095988811 0.0148317298022817 0.060716215 0.06561 0 0
89 NA NA 0 -0.0183643631012429 -0.0184072651046299 -0.00253148010330504 0.000750516645182756 0.055833215 0.058603 0 0
90 NA NA 0 -0.00314021714422835 -0.0031824777795697 0.00518298170939301 0.0161862404087849 0.06630023 0.0741585 0 0
91 NA NA 0 -0.0201958393065979 -0.020238818467043 0.00283315211641986 -0.000156572974807758 0.057464655 0.060078 0.01058889 0.005575
92 NA NA 0 -0.0143198531477499 -0.0143625847626339 0.00336226137379874 0.0115030173334276 0.05335394 0.0597495 0 0
93 NA NA 0 0.0164336848005041 0.0163922487812219 0.0208182736676611 0.0315580389646734 0.07306022 0.076514 0.006764525 0.00679355
94 NA NA 0 -0.0207681756207723 -0.0208111788927972 -0.00566616382035494 -0.00463827308353274 0.04369189 0.04973865 0 0
95 NA NA 0 0.00222702562424295 0.00218499110194692 0.01287020436264 0.0283085297951094 0.06536898 0.072228 0.007969915 0.0079961
96 NA NA 0 -0.0147141292752931 -0.0147568775003757 0.00473059922540334 0.00646352768011399 0.049721225 0.0577375 0 0
97 NA NA 0 -0.0107840865846336 -0.0108266692435306 0.0019090619308417 0.00983199433419201 0.063251945 0.065976 0 0
98 NA NA 0 0.0356133106176951 0.0355726826042718 0.157180017103118 0.0573200683424757 0.096767545 0.099791 0.045294585 0.0452999
99 NA NA 0 -0.0143834460715476 -0.0144261803654955 0.0134191572122907 0.013145409511187 0.065240095 0.0695025 0.00593913 0.00595745
100 NA NA 0 -0.0469430230556378 -0.0469871290306199 -0.00603574327193083 -0.00989348644586206 0.03606099 0.0400255 0 0
101 NA NA 0 0.0179853521411529 0.0179439814910443 0.0645276826541862 0.035615970701744 0.08678871 0.093243 0.02642066 0.0265325
102 NA NA 0 -0.020997110146441 -0.021040123063099 -0.00380147349914764 -0.00714766042438299 0.06372954 0.065804 0.00620596 0.0062325
103 NA NA 0 -0.0150320938942783 -0.0150748555146836 0.00843161320022684 0.0129964174511988 0.060750725 0.0628515 0.008741065 0.00875565
104 NA NA 0 -0.0163802638787736 -0.0164230822953488 0.00953363388187291 0.013305189996659 0.062826615 0.069949 0.00604371 0.00604205
105 NA NA 0 -0.00748997313194625 -0.00753241701530105 0.0144146240176905 0.0199891881255529 0.07116335 0.075046 0.01879564 0.01852375
106 NA NA 0 -0.0321131532261648 -0.0321566344433015 -1.42740097788448e-05 0.00153429884995699 0.04625417 0.0492861 0 0
107 NA NA 0 -0.0048190703324709 -0.00486140169511518 0.00687200435274433 0.0151392479292756 0.064860885 0.0709005 0 0
108 NA NA 0 -0.0341481267876716 -0.0341916937348719 -0.00715582596721273 -0.0121866146031472 0.042911285 0.04856045 0 0
109 NA NA 0 -0.0170416302862646 -0.0170844765651093 0.000159092851584213 0.00344931157431413 0.05018374 0.054018 0 0
110 NA NA 0 -0.0160750178445486 -0.0161178234016133 0.00814200571707124 -0.00130980488494121 0.05755756 0.0598535 0 0
111 NA NA 0 -0.0192037896953632 -0.0192467270624026 0.00158300045107127 0.00373735954801997 0.0427491 0.04527035 0 0
112 NA NA 0 -0.00127058518459615 -0.00131276705543959 0.0147365128600257 0.0206588054496987 0.07511336 0.07993 0.012634515 0.01271015
113 NA NA 0 -0.0119923521367785 -0.0120349856979003 0.00102263486087628 0.0102186208257451 0.05540761 0.061333 0.00514386 0.00517855
114 NA NA 0 -0.0223707173004568 -0.0224137880849089 0.00222024051836996 0.00587186457020383 0.058168995 0.064964 0 0
115 NA NA 0 0.000192052062738006 0.000149931810376702 0.00554250194242938 0.0168811498385908 0.068228235 0.0755295 0 0
116 NA NA 0 -0.00593830579129926 -0.00598068430547882 0.000453066556027251 0.0121237230042085 0.046726475 0.0485596 0 0
117 NA NA 0 -0.0176521223547144 -0.0176949943525802 0.00985951721307187 0.00937563668278872 0.05922581 0.067992 0 0
118 NA NA 0 -0.00601461729985365 -0.00605699902891277 0.00736215268261466 0.0185608524322659 0.056505595 0.0654455 0.00799287 0.0080021
119 NA NA 0 -0.00011319397148875 -0.000155327083358969 0.0135950723876497 0.0272702649107462 0.072046 0.0787795 0.00832114 0.00833685
120 NA NA 0 -0.0123484725100409 -0.0123911210739251 0.00340511944666227 0.00695514878396613 0.054571165 0.064254 0 0
121 NA NA 0 -0.0184915489488366 -0.0185344563103529 0.00372076652749233 0.00455649907329155 0.055961395 0.059428 0 0
122 NA NA 0 -0.0240750076582181 -0.024118150241599 -0.000997765205798178 -0.000162270125342538 0.056633595 0.063363 0 0
123 NA NA 0 0.0215211187042692 0.0214798970101476 0.0220512911221685 0.0439719838444769 0.084606035 0.0913845 0.012258735 0.01227035
124 NA NA 0 2.67104608652565e-05 -1.54167570634023e-05 0.0134553270810615 0.0243305384348462 0.06555737 0.0694345 0.01266855 0.0127132
125 NA NA 0 -0.0129335274089738 -0.0129762006202516 0.00478237382809711 0.0156049721185642 0.06386494 0.065075 0 0
126 NA NA 0 -0.0139255770202084 -0.0139682920248922 0.000166415656915224 0.00283455052437771 0.04694326 0.0558095 0.007168055 0.0071936
127 NA NA 0 -0.0258937652788128 -0.0259369844834398 0.00386920424860287 0.00306721741614846 0.05580726 0.061686 0 0
128 NA NA 0 -0.0371242756213737 -0.0371679679487933 -0.0056686880508065 -0.0138362047535351 0.04602884 0.0489073 0 0
129 NA NA 0 -0.0022880719653477 -0.00233029670122464 0.0141920202055451 0.0144733063925746 0.07288532 0.0794815 0.007132225 0.0071476
130 NA NA 0 0.00788679584218071 0.00784499975662678 0.0200341909353497 0.0290915994560609 0.0681681 0.074434 0.01392539 0.0139461
131 NA NA 0 -0.0213023561806678 -0.0213453819568343 -0.000448247447258069 0.00057358817394084 0.057100305 0.060691 0 0
132 NA NA 0 -0.0269494078138434 -0.0269926714909419 -0.00303677118820665 -0.00329321114945733 0.04594256 0.0549815 0 0
133 NA NA 0 0.00437646644858316 0.00433452247866806 0.00886238501853408 0.0264373534494037 0.05785737 0.0668635 0 0
134 NA NA 0 -0.0362975676120118 -0.0363412251115929 -0.00642894189970891 -0.011216301652442 0.045953325 0.05382 0 0
135 NA NA 0 -0.000647374531382346 -0.000689530147396145 0.142618036490898 0.0199755783252022 0.066538605 0.07375 0.016278185 0.0162696
136 NA NA 0 -0.00590015003702023 -0.00594252694376185 0.0176374287517893 0.0223758643266313 0.070917965 0.079519 0.014903525 0.0149703
137 NA NA 0 -0.00825308821751038 -0.00829556424964006 0.0157128153894236 0.0177296497960791 0.058375365 0.0588955 0.005939925 0.00597455
138 NA NA 0 -0.0137602354183357 -0.013802943457452 0.000689071494413038 0.00113299267563667 0.048062185 0.0516295 0 0
139 NA NA 0 -0.0418555891518746 -0.0418994808016944 -0.00259570841557537 -0.00907774110388979 0.045320755 0.051002 0 0
140 NA NA 0 -0.0280304875183946 -0.0280737967395888 -0.00166467813415683 -0.00618778602734441 0.055002765 0.059715 0 0
141 NA NA 0 -0.0366409694005157 -0.0366846413670454 -0.00456908779988392 -0.00751414688612011 0.04438124 0.050862 0 0
142 NA NA 0 -0.00946135376965526 -0.00950388070400976 0.0212487045880021 0.024393409760379 0.06813298 0.073434 0.006627535 0.00674325
143 NA NA 0 -0.00176660999021071 -0.00180881275775979 0.00335940247346888 0.000254204272270157 0.06028039 0.067091 0 0
144 NA NA 0 -0.0207936127902892 -0.0208366171339418 0.000191102052700989 -0.00193256925269498 0.04897465 0.0555185 0 0
145 NA NA 0 -0.0264788201777457 -0.0265220640297663 -0.00100402327279582 -0.000296440633808439 0.03792153 0.04427605 0 0
146 NA NA 0 0.00396947173628328 0.00392751062035401 0.0106680483313385 0.0298450302806972 0.06960048 0.0715645 0.006540615 0.00657605
147 NA NA 0 0.00510142577987009 0.00505951235128999 0.0101702210256558 0.0222180508034485 0.06638157 0.0713295 0 0
148 NA NA 0 -0.019369131297236 -0.0194120756298426 -0.00100496394518979 0.0064666338591736 0.051596335 0.055356 0 0
149 NA NA 0 -0.025181524532288 -0.0252247137313903 0.00421731655439011 -0.00127650519473435 0.054860365 0.0588485 0.005086685 0.0051161
150 NA NA 0 -0.00324196582230332 -0.0032842307441483 0.0194615530522794 0.0221832470911008 0.061808265 0.066618 0.006133895 0.00619345
151 NA NA 0 0.00404578324483766 0.00400382534378785 0.015335941383953 0.028052446025284 0.071195875 0.076386 0.00813775 0.00816375
152 NA NA 0 -0.0247109368961885 -0.0247541062702146 0.00121964727142413 0.00754914792826522 0.05693107 0.0614335 0 0
153 NA NA 0 0.00357519560874 0.00353321788261229 0.0144180554864825 0.0151248829178073 0.06464639 0.0720405 0 0
154 NA NA 0 -0.0169907559472271 -0.01703360008282 -0.00252074724610987 -0.00428758738773303 0.046401015 0.051934 0 0
155 NA NA 0 0.00680571613762954 0.00676387450798011 0.050708098976118 0.0304352341691261 0.090842595 0.097224 0.017329505 0.0173363
156 NA NA 0 -0.0220781898509904 -0.0221212483117457 0.0127906242271803 0.00588243112575476 0.05549042 0.0597755 0.01137541 0.01148985
157 NA NA 0 -0.00623083324076388 -0.00627322407864206 0.00871180860027122 0.015409196436538 0.07078808 0.074431 0 0
158 NA NA 0 0.0114479995748158 0.0114063535168748 0.0399284490279801 0.0419026157811784 0.087382795 0.092064 0.02230242 0.02231355
159 NA NA 0 -0.0212642004263869 -0.0213072245951176 0.00197552364297979 0.00589396409553234 0.04954496 0.054393 0 0
160 NA NA 0 -0.0145869434276976 -0.0146296862946524 0.0103144692006886 0.0145082989077017 0.0612011 0.064501 0 0
161 NA NA 0 -0.00536596947712479 -0.00540832387972467 0.0160350173292629 0.0197275661408657 0.064639305 0.0734855 0 0
162 NA NA 0 -0.0183262073469657 -0.0183691077429129 0.00398666820357884 0.00026929356106721 0.05860857 0.0613315 0.00736259 0.00739865
163 NA NA 0 -0.00675229521590087 -0.00679470802210691 0.0295671380111121 0.0229345978851168 0.06166714 0.066379 0.01070082 0.0107473
164 NA NA 0 -0.0259319210330919 -0.0259751418451568 0.00841025395061834 0.00557831678220154 0.06102583 0.063053 0 0
165 NA NA 0 -0.0130098389175319 -0.0130525153436856 0.00147463575596535 0.00163801664345987 0.05366193 0.0592825 0.008609595 0.00862415
166 NA NA 0 -0.021200607502591 -0.021243628992256 0.00489684126302375 -0.0030270472312414 0.053993855 0.057027 0 0
167 NA NA 0 0.00964196053897949 0.0096002383956062 0.0321581730600362 0.0342274553279877 0.07951574 0.0860755 0.014368125 0.0143804
168 NA NA 0 -0.0218110995710426 -0.0218541467797271 0.00387335334687679 0.00412536205982956 0.054380125 0.0599355 0.006525135 0.0065636
169 NA NA 0 -0.0105805892284836 -0.0106231633143734 0.00714875375763181 0.0100577075235968 0.063909255 0.068153 0.012148025 0.0123166
170 NA NA 0 -0.00691763681777178 -0.0069600565895469 0.00897783426387949 0.0145300762949546 0.064903975 0.0695075 0 0
171 NA NA 0 -0.0178556197108662 -0.0178985002817373 0.00306382950632109 0.00598419262379222 0.054082115 0.062713 0.007164175 0.00721405
172 NA NA 0 -0.0114708901616433 -0.0115135017544354 0.00764440857043843 0.0154307551539052 0.06280532 0.066843 0 0
173 NA NA 0 -0.0232737368183749 -0.023316845645543 0.00774551779929416 0.00618104672169389 0.054647025 0.0624655 0 0
174 NA NA 0 -0.0066505465378259 -0.00669295505752832 0.0117605328838087 0.021897607686185 0.076736985 0.0790125 0.01753294 0.01246385
175 NA NA 0 -0.024621906802872 -0.0246650724262085 -0.000935159885448388 0.000445588422981714 0.051673645 0.0606545 0 0
176 NA NA 0 -0.0202085578913563 -0.0202515375876153 0.00102737279123349 -0.000727970186382364 0.052552765 0.0598545 0 0
177 NA NA 0 -0.0078333749204502 -0.00787583327075358 0.00716561914109243 0.0171064128880357 0.0487522 0.0535655 0 0
178 NA NA 0 -0.0299509938170661 -0.0299943839460082 -0.00263667656430278 -0.00146556611124544 0.053978785 0.0573065 0 0
179 NA NA 0 -0.0167236656672793 -0.0167664985508014 3.31401028156179e-05 0.00895466835235389 0.05086893 0.05413 0 0
180 NA NA 0 -0.00443751278968791 -0.00447982807794567 0.0129034060503243 0.0240273339713541 0.06997117 0.075536 0 0
181 NA NA 0 -0.00509887919717707 -0.00514122234770609 0.0122748778091074 0.0144893631622807 0.057019235 0.068482 0 0
182 NA NA 0 0.00180731232718278 0.00176526012306055 0.0035563650904373 0.00986535802534102 0.06504202 0.0695385 0.005412595 0.0054231
183 NA NA 0 -0.0152737470047055 -0.0153165188055575 -0.00513789238390998 -0.00633315563400629 0.052856245 0.0610415 0 0
184 NA NA 0 -0.0281576733659883 -0.0282009879453118 0.000234613132210786 -0.000148659258309434 0.05365589 0.0562105 0.00591988 0.0059833
185 NA NA 0 -0.0151084054028327 -0.0151511702381173 0.00346220920750755 0.00688144423229008 0.046774945 0.052073 0 0
186 NA NA 0 -0.0107459308303545 -0.0107885118818136 0.0209431960187948 0.00946338837458695 0.05321627 0.063097 0.006406235 0.006466
187 NA NA 0 -0.0273309653566264 -0.0273742451081114 0.0011022961524272 -0.000304856757702738 0.049104975 0.0567105 0 0
188 NA NA 0 -0.0150320938942783 -0.0150748555146836 0.00871238465078654 0.000656969668071774 0.059982285 0.0668055 0 0
189 NA NA 0 -0.0109239910169876 -0.0109665795698259 0.00516099673137983 0.017280578651941 0.05947131 0.066008 0 0
190 NA NA 0 -0.021098858824516 -0.0211418760276774 0.00390829004710901 0.00151308040426557 0.05190863 0.056644 0 0
191 NA NA 0 -0.0171433789643395 -0.0171862295296876 0.00406571196568625 0.00220877277893049 0.05156514 0.0588605 0 0
192 NA NA 0 -0.0126409999595092 -0.0126836608470884 0.000687723126276726 5.75091100415283e-05 0.05727902 0.066796 0.007393975 0.007405
193 NA NA 0 -0.00331827733085955 -0.00336054546758202 0.0106651649343893 0.0213599880385187 0.071396825 0.0787145 0.00976718 0.0096387
194 NA NA 0 -0.0267967847967309 -0.0268400420440742 -0.000537651571678074 0.00101602668710627 0.044824905 0.0524745 0 0
195 NA NA 0 -0.017194253303377 -0.0172371060119769 -0.00405098350111495 8.53495198819696e-05 0.04963454 0.061471 0 0
196 NA NA 0 -0.02876816543444 -0.0288115057327829 -0.00581116243179206 -0.0041630906216749 0.04004665 0.04821135 0 0
197 NA NA 0 -0.0251433687780071 -0.0251865563696734 -0.00455330482404585 -0.00644917227522796 0.03657464 0.0427022 0 0
198 NA NA 0 0.00989633223416692 0.00985462080705246 0.028012746582447 0.0385395828070899 0.078053715 0.0814795 0.01650574 0.01650865
199 NA NA 0 -0.0198397189333336 -0.0198826830910184 0.00469226528222801 0.00431114506141958 0.065767405 0.067411 0.00550654 0.00551895
200 NA NA 0 -0.0265424131015435 -0.0265856596326279 0.00717886456615016 0.00301914844185537 0.06060945 0.065156 0 0
201 NA NA 0 -0.0188095135678218 -0.0188524343246608 0.00465870826758991 0.00572897180000362 0.05343654 0.057829 0 0
202 NA NA 0 -0.00306390563567212 -0.00310616305613576 0.0146465949378664 0.0214503584355337 0.061862525 0.0682655 0.005746855 0.0057756
203 NA NA 0 0.00770873565554767 0.00766693206861435 0.02389366190105 0.02199275468685 0.07329905 0.0792045 0.023401565 0.02342835
204 NA NA 0 -0.0163548267092567 -0.0163976440542042 9.7976316585849e-06 -0.00173919893941166 0.064224105 0.0654275 0.00817711 0.0079829
205 NA NA 0 -0.0302308026817723 -0.0302742045985991 0.00342726039401099 0.00143260881963826 0.058466955 0.0653085 0.007259955 0.00728505
206 NA NA 0 -0.0165074497263691 -0.0165502735010719 0.000624664930776609 0.00796926824621641 0.04554591 0.052169 0 0
207 NA NA 0 -0.0279541760098383 -0.0279974820161548 0.000685799945039843 -0.00250291791550049 0.05398286 0.056585 0.00533803 0.0056226
208 NA NA 0 -0.00554402966375598 -0.00558639156773699 0.0218564510326964 0.0278010684580722 0.07467468 0.076371 0.012303955 0.01233245
