sample pop cont Fas.c Fas.w Funi.un.c Funi.un.w Funi.we.c Funi.we.w FROHs.BCFTools.100KB.c FROHs.BCFTools.100KB.w FROHs.PLINK.100KB.c FROHs.PLINK.100KB.w FROHs.BCFTools.1MB.c FROHs.BCFTools.1MB.w FROHs.PLINK.1MB.c FROHs.PLINK.1MB.w
HG00611 CHS EAS 0.02607281987379 0.224456082721264 0.00822090013742139 0.0136808246627717 0.00827194228815802 0.0989199428187766 0.2197676425 0.219767349375 0.2688509375 0.268983125 0.0110024909375 0.0110024909375 0.00549809375 0.005498125
HG00613 CHS EAS 0.00750297203103354 0.209668804130908 -0.00748122232535721 0.011460933269036 -0.00752767194179036 0.089711538674043 0.2089631740625 0.2089631190625 0.258329375 0.2585509375 0.0127194396875 0.0127194396875 0.006433625 0.006433625
HG00614 CHS EAS 0.00843138983148958 0.210408108662632 -0.000240000948264691 0.0120921343023758 -0.000241491072854107 0.0938196487406837 0.2142041690625 0.2142035709375 0.2606815625 0.2608496875 0.0128335928125 0.0128335928125 0.0058130625 0.0058130625
HG00619 CHS EAS 0.0270241124566892 0.225213602576212 0.0131511683494021 0.012726594723192 0.0132328216845527 0.105515119662369 0.2194624559375 0.2194627628125 0.2682671875 0.268444375 0.0191252646875 0.0191252646875 0.0106980625 0.0106980625
HG00620 CHS EAS 0.0221343790705711 0.221319879244424 0.00326273972290134 0.0136228580244454 0.00328299751032641 0.10009530720595 0.2216282190625 0.2216282121875 0.2660884375 0.266345625 0.0151842534375 0.0151842534375 0.0057194375 0.0057194375
HG00622 CHS EAS -0.00438296383747247 0.200203963789573 -0.00696616025795075 0.0180589907112476 -0.0070094119433653 0.0908561529766436 0.2000468671875 0.200079119375 0.25375875 0.2539275 0.0105675484375 0.0105675484375 0.0056771875 0.0056771875
HG00623 CHS EAS 0.0105582473208034 0.212101737737186 0.00959629164725691 0.0202349949331059 0.0096558733671101 0.102764082062194 0.21318352 0.2131837209375 0.2582725 0.258531875 0.0178821703125 0.017882015 0.00638 0.00638003125
HG00625 CHS EAS 0.0232527570208789 0.222210450155967 0.00767892956558777 0.0102113132745138 0.00772660671460283 0.0980794845853345 0.216509718125 0.2164774815625 0.2640978125 0.2642715625 0.010731210625 0.010731210625 0.00483209375 0.00483209375
HG00626 CHS EAS 0.0211413151458204 0.22052909662533 -0.0049788706314259 0.0135482873918191 -0.00500978357786982 0.095722539993116 0.22239955875 0.222399245 0.2665459375 0.266684375 0.01025082 0.01025082 0.00435325 0.00435325
HG00628 CHS EAS 0.0168517961598887 0.217113327535526 0.00289823886293703 0.0103557996412133 0.00291623352860673 0.0957844843187255 0.2178354775 0.21783538375 0.26419375 0.2643546875 0.0093152075 0.0093152075 0.004175625 0.004175625
HG00629 CHS EAS 0.0249708520934962 0.223578579324206 0.0115060646321275 0.0105790560694563 0.0115775038030896 0.104211635274412 0.222592035625 0.222592520625 0.2648165625 0.2649328125 0.015701806875 0.015701806875 0.005133625 0.005142125
HG00631 CHS EAS -0.00054895138888245 0.203257010356038 -0.000904731388356309 0.00753866831517651 -0.000910348709569519 0.0914405939194496 0.20574110875 0.20573276625 0.25402125 0.2542871875 0.0098449384375 0.0098449384375 0.0050351875 0.0050351875
HG00632 CHS EAS 0.0133474789452064 0.214322819214657 0.00792053030983091 0.0128555233975557 0.00796970751619886 0.100046588240137 0.2097525190625 0.209747435 0.2615725 0.261716875 0.010506676875 0.010506676875 0.004003 0.004003
HG00634 CHS EAS 0.0213839867508671 0.220722337445618 0.0020877926229178 0.0117210323889828 0.00210075536689409 0.0958842309781842 0.2203642259375 0.2203650640625 0.2652496875 0.265288125 0.0111217284375 0.0111217284375 0.002896928125 0.002896928125
HG00650 CHS EAS 0.0129034097990851 0.21396920435294 -0.00125180813841436 0.0126555042680731 -0.00125958039925594 0.0948984038770423 0.2143056325 0.21430583125 0.2589453125 0.2591259375 0.0172630015625 0.0172630015625 0.00709090625 0.00709153125
HG00651 CHS EAS 0.0155996504600772 0.216116236581652 0.000519151726837604 0.0138210269152757 0.000522375050158464 0.0967049158656613 0.21664890875 0.216617164375 0.2599246875 0.2602003125 0.0168152096875 0.0168152096875 0.0060193125 0.0060193125
HG00653 CHS EAS 0.012358393243488 0.213535204477863 0.000405004160665962 0.0103887198864417 0.000407518761090183 0.0947910398076772 0.2119978278125 0.211997441875 0.2595853125 0.2597175 0.0108529371875 0.0108529371875 0.0040154375 0.0040154375
HG00654 CHS EAS 0.012723892484695 0.213826253664161 -0.00115941157198367 0.00972770836552226 -0.00116661015867696 0.093239296473252 0.209504243125 0.2095039184375 0.2628309375 0.262964375 0.010730340625 0.010730340625 0.0067695 0.0067695
HG00656 CHS EAS 0.00550441223455047 0.208077339260529 -0.000628367364558491 0.0111803166605351 -0.000632268789110196 0.0935743615932388 0.21151964125 0.211519620625 0.260010625 0.260284375 0.0087950465625 0.0087950465625 0.004394875 0.00439490625
HG00657 CHS EAS 0.0087347293377986 0.210649659687997 0.000855940134673363 0.0126575513129182 0.000861254518661893 0.0940884701700822 0.20649727 0.206496460625 0.255776875 0.2559225 0.0107912128125 0.0107912128125 0.00572140625 0.0057214375
HG00662 CHS EAS 0.0196887664606931 0.219372423600596 0.00922554687018445 0.0134739452643373 0.00928282669917379 0.101299286310078 0.21489710625 0.214897404375 0.263810625 0.2640859375 0.0122180375 0.0122180375 0.00579021875 0.00579021875
HG00663 CHS EAS 0.010528907925931 0.212078374605222 -0.00189253573786696 0.0142046063637517 -0.0019042861658158 0.094340717034207 0.2139497565625 0.213950313125 0.2579525 0.258148125 0.0135556125 0.0135556125 0.00487103125 0.0048710625
HG00671 CHS EAS 0.00338501391342461 0.206389649965289 -0.00205356405411792 0.0103542049970656 -0.00206631427814348 0.0916514628952808 0.2078426890625 0.207842758125 0.25630625 0.25648875 0.01400412 0.01400412 0.00534025 0.00566625
HG00672 CHS EAS 0.0181163738066793 0.218120318121591 0.00577422223459731 0.0189025414338459 0.00581007338359098 0.0994366859647339 0.21871239375 0.218712616875 0.2610984375 0.2612384375 0.018891290625 0.018891290625 0.0047355625 0.0047355625
HG00674 CHS EAS 0.00211645804359917 0.20537949149693 -0.0014232344253042 0.0122004024292228 -0.00143207104250562 0.0931786534564863 0.2071654296875 0.20716496625 0.25377875 0.2539565625 0.0120978721875 0.0120978721875 0.00591396875 0.00591409375
HG00675 CHS EAS -0.00508512020289333 0.199644832563652 -0.00529345964372778 0.012797989570052 -0.00532632582111358 0.0925765848167328 0.2101917896875 0.2101920575 0.2502121875 0.250345 0.01640073375 0.01640073375 0.0051574375 0.005160875
HG00683 CHS EAS 0.0114792059530715 0.212835102489595 -0.00157498180079379 0.0107017520622891 -0.00158476059071151 0.0912504044763303 0.2169608040625 0.216965360625 0.262958125 0.263181875 0.0182267275 0.0182267275 0.01076721875 0.01076721875
HG00684 CHS EAS 0.0147279223378486 0.215422074372705 0.00958868477271353 0.0140922197952742 0.00964821926251651 0.102438842638581 0.211812421875 0.2118111659375 0.2599690625 0.2601878125 0.013702570625 0.013702570625 0.00501903125 0.00501903125
HG00689 CHS EAS 0.0149382708807492 0.215589576149304 0.000164084893849399 0.0120766121737147 0.000165103668682616 0.0986638382153311 0.2159008984375 0.2158987553125 0.2633434375 0.2635759375 0.0130689671875 0.0130689671875 0.006462875 0.006462875
HG00690 CHS EAS 0.0171536438325596 0.217353690605028 0.00650578492653788 0.0141678211472778 0.00654617822228494 0.0989553941919666 0.21392550125 0.213894799375 0.2625640625 0.2627271875 0.01177125125 0.01177125125 0.00614675 0.00614675
HG00692 CHS EAS 0.00867455871441567 0.210601745468214 0.000149530894360681 0.0114649159519612 0.000150459305492393 0.0921017745964744 0.2090437059375 0.209044080625 0.2598028125 0.259929375 0.011743043125 0.011743043125 0.00711134375 0.00711134375
HG00693 CHS EAS 0.00695895003119521 0.209235596226406 -0.00668592069888214 0.00880351486376754 -0.00672743242456462 0.0887522897818501 0.213449581875 0.2134495196875 0.260323125 0.2605209375 0.01342141875 0.01342141875 0.00646740625 0.006471
HG00698 CHS EAS 0.012180367762736 0.213393441744946 0.0018354906989916 0.0167030990043566 0.00184688694347627 0.0961498974414713 0.21502325375 0.21502335375 0.262739375 0.26288375 0.01266749875 0.01266749875 0.00760834375 0.00760875
HG00699 CHS EAS 0.0113588647063056 0.212739274050029 -0.000128290900067683 0.013953406755902 -0.000129087436361391 0.0942399574196205 0.21583664125 0.2158372265625 0.2610725 0.261305 0.0148946140625 0.0148946140625 0.007899875 0.00789990625
HG00701 CHS EAS 0.00318162726083262 0.20622769198271 -0.00810480433315088 0.00866725906992401 -0.00815512566268097 0.0871920374029065 0.208740976875 0.208740701875 0.2547375 0.255024375 0.0142785990625 0.0142785990625 0.00623503125 0.00623503125
HG00704 CHS EAS 0.0222209054215504 0.221388780684444 0.0118314901346671 0.0151213684062309 0.0119049498162114 0.104007451580977 0.214671276875 0.214670790625 0.2651390625 0.2653409375 0.0127921490625 0.0127921490625 0.00728296875 0.00728296875
HG00705 CHS EAS 0.0144126481624398 0.215171019700437 -0.00252268265057355 0.0113705753642014 -0.00253834555188864 0.0943049736692673 0.206963943125 0.2069402796875 0.2592446875 0.259508125 0.007143545625 0.007143545625 0.004945 0.005259875
HG00707 CHS EAS 0.0237664450700861 0.222619502957931 0.00297671944886428 0.0125197536275885 0.00299520138880093 0.0993330391749528 0.222368850625 0.222369399375 0.264783125 0.2650134375 0.0194005884375 0.0194005884375 0.00750534375 0.00750534375
HG00708 CHS EAS 0.010548799041098 0.212094214016721 -0.00106904067613757 0.0121970990085301 -0.00107567816381616 0.0961611840456463 0.212917856875 0.212917426875 0.2596965625 0.2600659375 0.012330624375 0.012330624375 0.0044685 0.0044685
HG00717 CHS EAS 0.0138263575428682 0.2147041530465 0.00467173501287734 0.0115434826876457 0.00470074100873996 0.0985828606463554 0.2139012425 0.2139013125 0.25940375 0.2594803125 0.0153490959375 0.0153490959375 0.00648209375 0.00648209375
HG00728 CHS EAS 0.00284994291540989 0.205963569795964 -0.000424498773184057 0.0097675243243868 -0.000427134413363738 0.0931377777750211 0.2026996959375 0.202700194375 0.25092125 0.2511184375 0.0088868925 0.0088868925 0.00346640625 0.00346640625
HG00729 CHS EAS 0.00389422646171998 0.206795138899671 0.000349485431751262 0.0146478773218145 0.000351655325421607 0.0957148105950412 0.2119750678125 0.21197648375 0.2565153125 0.2566590625 0.01427494 0.01427494 0.00447525 0.00447525
HG00759 CDX EAS 0.00931952812372975 0.211115338386071 0.00670211577510662 0.0160585735511501 0.00674372805813809 0.0979222411755756 0.2149559534375 0.214954899375 0.2577421875 0.25793625 0.01612913125 0.01612913125 0.00672125 0.00672125
HG00766 CDX EAS 0.00552480062759689 0.208093574657315 0.00496612857464541 0.0131366410414752 0.00499696240925069 0.0954190477860234 0.2080754978125 0.2080750209375 0.2538378125 0.253981875 0.010206468125 0.010206468125 0.00580621875 0.00580621875
HG00844 CDX EAS -0.00970682081212712 0.195964545301815 -0.00564690179470296 0.0117631058437759 -0.00568196243213284 0.0848712319304261 0.1984176971875 0.1983872790625 0.2478646875 0.248038125 0.0097959071875 0.0097959071875 0.00557715625 0.0055771875
HG00851 CDX EAS 0.0180159236750829 0.218040329093517 0.0162962920764563 0.0163601367708764 0.0163974729425985 0.105889269285829 0.21718713875 0.2171870665625 0.26184125 0.262235625 0.0175498753125 0.0175498753125 0.01129696875 0.01161425
