sample pop cont Fas.c Fas.w Funi.un.c Funi.un.w Funi.we.c Funi.we.w FROHs.BCFTools.100KB.c FROHs.BCFTools.100KB.w FROHs.PLINK.100KB.c FROHs.PLINK.100KB.w FROHs.BCFTools.1MB.c FROHs.BCFTools.1MB.w FROHs.PLINK.1MB.c FROHs.PLINK.1MB.w
HG02476 ACB AFR -0.00225655823128997 -0.133463139072949 -0.000907480158077328 0.00828754981858623 -0.000907480158157517 0.090510200328963 0.05584641125 0.0558464234375 0.079593125 0.079816875 0.0035411275 0.0035411275 0.000618546875 0.000618546875
HG02477 ACB AFR 0.00152468049441172 -0.129186893953455 0.000774798475241697 0.020796625476982 0.000774798474704338 0.103697109272743 0.0574511703125 0.057451168125 0.080589375 0.0806096875 0.0048676125 0.0048676125 0.00116965625 0.00116965625
HG02479 ACB AFR -0.00327653678559538 -0.134616644215375 -0.00254350042176596 0.0249550728212827 -0.00254350042132071 0.11580270585881 0.0607520646875 0.0607520134375 0.0810928125 0.081119375 0.0043320403125 0.0043320403125 0.0028565875 0.0028565875
HG02481 ACB AFR 0.00167209243102747 -0.129020184147425 -0.0010123387891403 0.0278694621826321 -0.00101233878899246 0.117357483313357 0.061483111875 0.061483750625 0.0857578125 0.085789375 0.00543437 0.00543437 0.0022184875 0.0022184875
HG02484 ACB AFR -0.00429406431007922 -0.135767377460794 -0.00622455423214436 0.019977628648008 -0.00622455423040955 0.104504385475159 0.0581940659375 0.05819123 0.0793396875 0.07941125 0.00322519375 0.00322519375 0.000379225 0.000379225
HG02485 ACB AFR 0.0134787030979283 -0.115667956238904 0.0126387945504181 0.0119339225347995 0.0126387945512957 0.0667471923482257 0.063100930625 0.0631010340625 0.0901578125 0.0901678125 0.0019514928125 0.0019514928125 0.000341046875 0.000341046875
HG02489 ACB AFR 0.00288150057609423 -0.127652450964474 0.0038389384866673 0.0139100586183409 0.00383893848528913 0.107304815077385 0.0558570125 0.055856966875 0.082459375 0.082578125 0.0023904525 0.0023904525 0.00039180625 0.00039180625
HG02496 ACB AFR 0.000827187435647952 -0.129975696646119 -0.00191989058632477 0.0226165982224014 -0.00191989058610223 0.120322827356702 0.0561172728125 0.0561174075 0.078176875 0.0782659375 0.0010028446875 0.0010028446875 0.000686609375 0.000686615625
HG02497 ACB AFR 0.000731597272473208 -0.1300838006296 -0.000581217081358821 0.0140844668985392 -0.000581217081312078 0.130487244916249 0.060599081875 0.0605990009375 0.0812915625 0.081389375 0.00515548875 0.00515548875 0.001364734375 0.001364734375
HG02501 ACB AFR 0.00700868465423194 -0.122984972380953 0.00315777486125151 0.0149931866142214 0.00315777486003518 0.0787529884952052 0.0534829796875 0.0534514240625 0.079795625 0.079924375 0.001301445 0.001301445 0.001141675 0.001141675
HG02502 ACB AFR 0.0117822403119289 -0.117586504956742 0.0108529359506643 0.0264382988950213 0.0108529359544151 0.0948001584601066 0.060941110625 0.0609410746875 0.086184375 0.0862903125 0.00375553875 0.00375553875 0.001524746875 0.001524746875
HG02505 ACB AFR 0.00421766197782216 -0.126141371107448 0.00278662962466241 0.0279600349496698 0.0027866296237128 0.116017244345261 0.0588377065625 0.058844468125 0.084084375 0.08413 0.0026947915625 0.0026947915625 0.000770746875 0.000770746875
HG02508 ACB AFR 0.00412102137329574 -0.126250663046793 0.00131342520881425 0.0186932810486962 0.00131342520822232 0.124297437719739 0.064267390625 0.064267220625 0.0874834375 0.087538125 0.00370207875 0.00370207875 0.001531425 0.001531425
HG02511 ACB AFR 0.00392809031135812 -0.126468850940194 0.00236175281533384 0.0173208878797465 0.00236175281449619 0.1312509227644 0.0600009903125 0.060000990625 0.081528125 0.0816684375 0.00312218875 0.00312218875 0.000846034375 0.000846034375
HG02536 ACB AFR 0.00830913104993944 -0.121514283023252 0.0062739410246114 0.0182133416036986 0.00627394102429877 0.0847634216483166 0.057413568125 0.0574138146875 0.082643125 0.08275375 0.00096150375 0.00096150375 0 0
HG02537 ACB AFR -0.007085086986489 -0.138923776187297 -0.00157276541371285 0.0262842101353225 -0.0015727654133956 0.131545724341639 0.0578673840625 0.0578674534375 0.0751821875 0.07523125 0.004933373125 0.004933373125 0.00117366875 0.00117366875
HG02541 ACB AFR 0.00345994361478887 -0.126998283269556 0.00365917341197807 0.0158333397372869 0.00365917341064837 0.0849996659093386 0.0565045671875 0.056504193125 0.08154125 0.0816328125 0.00292637125 0.00292637125 0.000714528125 0.000714528125
HG02545 ACB AFR -0.000552742355813725 -0.13153627466407 0.00036631160854593 0.0229797344714095 0.000366311608255506 0.115475180484618 0.0589242334375 0.0589241515625 0.0833221875 0.08352 0.0036743271875 0.0036743271875 0.00151986875 0.00151986875
HG02546 ACB AFR 0.00242455858729331 -0.128169211764631 0.000204811006486972 0.0164900252611565 0.000204811006176063 0.122587837096909 0.060215818125 0.06021239875 0.080689375 0.08072375 0.004974216875 0.004974216875 0.002007028125 0.002007028125
HG02549 ACB AFR -0.000192791118660485 -0.131129201788545 0.00172299989634327 0.0254987513278949 0.00172299989569387 0.139072542937635 0.06012144125 0.0601210628125 0.0798334375 0.0799171875 0.0038189859375 0.0038189859375 0.00070904375 0.00070904375
HG02554 ACB AFR 0.00253940684194969 -0.128039328590344 0.00384589163504974 0.037337101056101 0.00384589163369752 0.114338146895236 0.0585122778125 0.0585122734375 0.081189375 0.0813146875 0.005009163125 0.005009163125 0.000915425 0.000915425
HG02555 ACB AFR 0.00295188014678342 -0.127572857921687 0.00126501929399017 0.0252332991586108 0.00126501929322002 0.112210088561755 0.059828759375 0.0598287928125 0.083645625 0.0837834375 0.0045847853125 0.0045847853125 0.00139369375 0.00139369375
HG02557 ACB AFR 0.000397206774923749 -0.130461966579143 0.00103936587841971 0.0316645242248386 0.00103936587766902 0.131963407467458 0.0594878603125 0.059456395 0.081491875 0.08162375 0.005259604375 0.005259604375 0.001054675 0.001054675
HG02558 ACB AFR 0.000362192063136753 -0.130501565107892 0.000953486331256984 0.0178456545369658 0.000953486330866462 0.1128536802948 0.061502841875 0.061503040625 0.082565 0.0828371875 0.0036416353125 0.0036416353125 0.000664884375 0.000664884375
HG02561 GWD AFR 0.00919010119846065 -0.120517984039953 0.00471827373343034 0.0294262474160902 0.00471827373183585 0.14239299592683 0.065906175 0.0659057778125 0.0859490625 0.085971875 0.0053023878125 0.0053023878125 0.00066673125 0.00066673125
HG02562 GWD AFR 0.00403488518230421 -0.126348075427515 -0.00420380687348706 0.0263919724859701 -0.00420380687195608 0.138606518568808 0.0598110975 0.0598112853125 0.082334375 0.0824415625 0.002172935 0.002172935 0.000343140625 0.000343140625
HG02568 GWD AFR 0.0210523852571 -0.10710279447072 0.0122378699500294 0.0252937076561382 0.0122378699494127 0.153081859615121 0.0720686184375 0.0720686325 0.093578125 0.093668125 0.0067167203125 0.0067167203125 0.001790640625 0.001790640625
HG02570 GWD AFR 0.00233527107224071 -0.128270188012943 0.000714212887603912 0.026476993492557 0.000714212887188874 0.147048537693778 0.0621656096875 0.0621654828125 0.0834496875 0.0835775 0.002378399375 0.002378399375 0.0003749625 0.0003749625
HG02571 GWD AFR 0.00290145896181233 -0.127629879803086 0.00153406680181887 0.0282794896713877 0.00153406680118617 0.147587768949731 0.0641115821875 0.064111258125 0.0843765625 0.08465875 0.0021957625 0.0021957625 0.001417040625 0.001417040625
HG02573 GWD AFR 0.00868939081992902 -0.121084243001051 0.00726274489000534 0.0309160499515229 0.00726274488784688 0.153507526010498 0.0632804246875 0.06328038875 0.0840490625 0.08423125 0.0043255284375 0.0043255284375 0.003548375 0.003548375
HG02574 GWD AFR 0.00435667038360938 -0.125984164948321 0.000984246962483169 0.0221973269543544 0.000984246961881773 0.138533192101095 0.06392342625 0.06392351875 0.0816628125 0.081741875 0.003966099375 0.003966099375 0.000359828125 0.000359828125
HG02577 ACB AFR 0.0124111045355946 -0.116875315380427 0.0104906427824157 0.012776478335492 0.010490642782146 0.0831811609053015 0.0618527553125 0.0618527553125 0.0909415625 0.0910446875 0.00506806 0.00506806 0.0015541375 0.0015541375
HG02580 ACB AFR -0.00209268938013241 -0.133277817958407 -0.00243143418154889 0.0310460291175242 -0.00243143418101943 0.094760542645536 0.0550335703125 0.05503352625 0.08003875 0.08006625 0.0037908440625 0.0037908440625 0.0020969125 0.002096921875
HG02582 GWD AFR 0.013683889308992 -0.115435908860442 0.0125542498632613 0.0297843281734031 0.0125542498647929 0.160690607995874 0.0701367815625 0.070135646875 0.0900209375 0.0901946875 0.0070768896875 0.0070768896875 0.0029059875 0.002906065625
